likes,cleaned_text
14,reading all the news in gaza today is really fucking me up the openly genocidal images of rows of civilians stripped down being led away to await who knows what fate the assassination of dr refaat alareer whose poetry today moved me to tears fuck israel and fuck the west
2300,after her daughter was murdered by the israel occupation forces the mother of this little angel helplessly said i used to be the best mother in the world and now i find myself the most sorrowful mother on earth with the deepest resentment towards this world
1315,the great israeli journalist gideon levy in an unbridled and terribly cruel attack against gaza creates hatred of israel at levels weve never seen before in gaza in the west bank in the palestinian diaspora in the arab world and everywhere in the world where people are seeing what the israelis dont see and dont want to see and whats even more terrible is this hatred will be justified nothing will be more justified
2951,thank u 4 your warm greetings like your deepavali in our hanukkah we fight the darkness and this year we have lots of dark forces around us with your friendship we will bring light to this world jai hind jai israel
6042,its fucking insane that israel is live broadcasting them doing death camps and pogroms and the american media is trying to make us feel sorry for little zionist turds crying crocodile tears that their college administration wont do the same thing to people protesting that
1833,israel will never willingly free palestine because at this point theyre terrified that palestinians will treat them the way theyre treating palestinians plus they want the land too seen in the subway in brooklyn ny
27099,former prime minister of pakistan imran khans condemnation statement from prison against israels war crimes in gaza and the genocide of the palestinians gazagenocide
2981,never forget that hamas slaughtered erick peretz and his 16 year old daughter ruth that he loved so much in israel on oct 7 she had cerebral palsy and muscular dystrophy who kills a teenager in a wheelchair evil
25272,hamas isnt the enemy iran isnt the enemy russia isnt the enemy china isnt the enemy the root of all terrorism genocide and war in the world can be traced back to the united states government and regimes friendly to it in western europe and israel
526,notice how its not sexual abuse when israel strips hundreds of palestinians down to their underwear and blindfolds them its not about victims its about who gets to be a victim
7733,breaking israelis admits todays arrests were not hamas in a statement the israeli spokesman states that israel arrested palestinians who may not be part of hamas as they were in hamas hotspots
0,cool is it because of israel or despite israel and why oh why matt tell me my country recognized the state of palestine in 2008 tell me why i was strip searched by the idf at the frontier between jordan and palestine
8695,weird how everyone in gaza whos in a position to effectively communicate and demonstrate what israel is doing keeps dying probably just a coincidence
15614,keir starmer you are facilitating israels genocide in gaza israel lobbyfunded leader of the labour party keir starmer is confronted again in scotland for his support for israel
0,im just in shock n awe that nearly 2 million human beings can be displayed w tens of thousands of murdered civilians and the workd carries on ho hum and israel is bombing away saying nothing to see here if not you then who end it in ukraine gaza
3294,the son of one of hamas leaders ismail hanyeh is buying expensive jewelry in qatar shops while his brothers and sisters are suffering the son of one of israels leaders gadi eisenkot fought and fell to protect his brothers and sisters israel will win
0,wheres the link i call bs so does times of israel
23470,israeli soldiers just murdered a civilian holding a peace flag and his kids israel is a terrorist state
0,jail should be lower case in this context good on you for having a shot at english though final point this post had nothing to do with gaza or israel youre just screaming in the dark its your childhood all over again except now its public
237,israels target heartbreaking aya and her brother aboud were killed by the israeli army in a missile strike on their home gaza they remained under the rubble for 26 days until they were rescued and buried
75125,israel violently assault young man with down syndrome
75603,and this is what israel did to gaza
39724,how many more children have to die israel lobbyfunded leader of the labour party keir starmer is confronted over his position on israels genocidal war on gaza
27323,israel has reportedly just murdered one of the bravest voices academics from gaza dr refaat alareer rest in peace
10772,george floyd was all over the walls in occupied palestine from gaza to the west bank palestinians have supported black lives matter and sent virtual tips for the ferguson protesters to deal with tear gas meanwhile israel trains american police to kill black people blm
157,albany ny temple israel synagogue shooter has been identified as 28 year old mufid fawaz alkhader alkhader yelled free palestine as he shot off a round on the premises of temple israel and appeared to have torn down an israeli flag or sign according to law enforcement alkhader appears to be a foreign national
0,hitler stole land from an ethic group put them in prisons and then indiscriminately killed them to secure a future for the german people israel is modern day nazi germany all you spew is zionist propaganda one day youll grow up and open your eyes
75178,fck israel
20213,footage circulated by israeli media shows israels military kidnapping palestinians from gaza and stripping them naked
0,israelhamaswar dear children of the bibs family the people of israel are waiting for your return
368,israel is striping palestinians which is a war crime all because shani louk was dancing in a bikini
0,who is bringing up holocaust in every single statement who is censoring anyone criticizing israel who just made criticizing zionism anti semitism it is jews who stand with palestine says this is a genocide and as jews we should not accept this genocide by israel
1832,executive director of the council on americanislamic relations cair an influential muslimamerican civil rights group celebrated the oct 7 attack on israel where hamas murdered raped burned beheaded and kidnapped 1500 people including americans
3310,a tribute to my friend refaat alareer a teacher murdered by israel i am going to use that marker to throw it at the israeli soldiers even if that is the last thing that i do vowed in one of his final interviews by
22170,israel murdered this innocent baker who fed his camp in palestine rip omar manaa
546,elite universities are highly financed incubators of antisemitism and antiamericanism law lawyer news trending trump biden shorts middleeastconflict israelpalestineconflict israel
4252,someone once said is only a feminist when it benefits her career protects her whiteness 62 days later taylor hasnt spoke up for the women in palestine since has decided to air her movie in israel despite the ongoing genocide
1565,alex jones blamed israel for 911 a day after it happened were gonna have nuclear war because israel likes to go around bombing everybody
2139,sources claim that rubika liyaqat is fired from bharat 24 channel two days ago there was a report that her channel is going through the lowest trp even after rubika going to israel she was last seen on channel on 3rd december her bio is changed by removing bharat24 name now she can join bjp officially lets wait for official confirmation
351,thanks for this award i love games that are actually just movies nihilism and depression and bashing peoples heads in with golf clubs i cant wait to base my next game off of the israelhamas war fuck jak and daxter
0,and dont ever let anyone forget whose fault it is hamas if you hide behind civilians those civilians will die thats why the us gov doesnt pay the ransom for americans kidnapped in the middle east israel backing off now will legitimize the use of human shields
782,what will you do today heres israels to do list
0,thank you thank you for standing with god and his lgbtqi creation humans which gods science confirms our existence through gods biology copied with honor to
21923,my sister just messaged me to say that israel is carrying out summary executions of unarmed men in northern gaza inside their homes they force their families and children to watch the executions they then let the women and children flee the scene ceasefire now
2440,israel is actually the most antisemitic government in the world it are not the jewish state it is the zionist state and we should always make sure to distinguish the difference
10,its a pathetic how the israeli lobby groups ventures watchdogs and initiatives are desperate to promote israel and its agenda most of their pages and posts spend millions of dollars to reach the international mainstream which overwhelmingly supports the palestinian narrative and their side of the story the world will never support israeli genocide
1415,this sunday against the raiders various people within the vikings organization will be supporting israel on their feet kicker greg josephs cleats and sneakers that will be worn by the wilfs and team ceo andrew miller custom designed by
3038,would someone care to explain why israel is an essential strategic ally to the us as opposed to being its greatest security liability and foreign policy embarrassment
6939,itay and maya regev who were kidnapped by hamas and are now recovering in israel endured horrific levels of torture and abuse itay who was shot in the hip said hamas operated him while he was in full conscious as form of abuse his sister mia who was shot in her leg had her feet operated on and reconnected upside down by the terror group in the israeli hospitals the medical team has revered the damaged hamas sadistic terrorists caused them
42925,adolf hitler once said no food water fuel electricity everything is closed we are fighting human animals and we are acting accordingly no wait that was israels defense minister yoav gallant sorry its easy to get these kinda guys confused
0,rip bozo
0,based on what evidence do you claim none of them are hamas fighters why are you defending the genocides hamas has caused in israel and gaza
19289,amongst these palestinians we recognise journalist diaa al kahlout he could not move down south because he has an elderly mother and a child with disability of course israel will tell you they are all terrorists
0,how many palestinians living in israel millions how many jews live in gaza yup that is clearly ethnic cleansing
487,while rich and famous feminists like beyonce and taylor swift have refused to acknowledge gazas existence over 1 million palestinian women have been deprived of sanitarymenstrual products for 61 days beyonce and taylor swift instead released their films in israel
20677,gaza on oct 7th vs now 2 months ago palestinians took to the streets of gaza celebrate the terrorists that massacred 1200 people in israel today idf have detained many of those who committed the atrocities on that day from the hamas shejaiya battalion
131489,no such thing called israel
46525,it is actually disgusting how the more palestinians that israel kills the more we are being asked to take into consideration the hurt feelings of privileged college students who are afraid of slogans
0,you dont think he was the mastermind of the october 7 attack on israel
5424,as israel exterminated hundreds of palestinians in the gaza ghetto the odious propagandist singled out refaat alareer for making fun of fully debunked zionist lies putting a target on his back now that israel has murdered him she must be constantly reminded that his blood is on her hands
5226,refaat wrote this a month ago yesterday israel killed him his brother sister her 4 kids with a targeted airstrike on his sisters home any second thoughts about your incitement against refaat attempt to get him cancelled never too late for soulsearching
18104,this is genocide and ethnic cleansing btw the systematic erasure of an entire nation is not limited to killing its also the eradication of landmarks culture and historyuntil what is known as palestine is completed wiped if you stand with israel you stand with colonialism
980,israel strikes on journalists in lebanon apparently deliberate
0,stay there dont come back
16481,why are we allowing israel to carry on killing palestinian children in gaza ceasefire now
0,i and most americans stand with israel
0,at the expense of the palestinians make israel another us state and move them out of the middle east
0,warm wishes to our friends from israel hanukkah sameach
19295,not one single member of the palestinian resistance surrendered or raised the white flag to the israeli occupation forces these are civilian noncombatants that israel is again violating the geneva convention and arresting them
52882,breaking confirmed israel capture innocent civilians and not hamas as journalist is also captured diaa alkahlot a well known journalist is among those that have been taken hostage his relatives are also almost among those captured source
3062,beginning at sundown the jewish people will light the menorah for eight days to celebrate the victory of the maccabees rededication of the temple in jerusalem restoration of religious freedom and reestablishment of jewish sovereignty in the land of israel chanukah occurs during a difficult time this year israelis massacred by hamas on oct 7 and heroic israeli soldiers fallen in battle will not physically be with their loved ones 138 hostages are away from their families along with the brave israeli soldiers fighting we pray for their safe return chanukah brings light to the darkness the jewish people are strong and resilient and like the maccabees israels soldiers will be victorious am yisrael chai happy chanukah
2241,israel killed us christian journalist shireen never forget
0,it looks like people dont like their coffee with a dash of politics starbucks loses 12b market cap amid sales concerns boycotts over israel
0,israels crime the united states is an accomplice this is the justice and conscience of raping human beings in front of the world they are demons and should be destroyed
14,presidential candidate robert f kennedy jr propagates false zionist propaganda narratives to justify israels horrific crimes against the palestinians
154,israel killed university professor and writer dr refaat alareer along with his brother his sister and her 4 children in an israeli airstrike in gaza
713,one day the killing will end i know i lived through it in lebanon when israels bloodlust is finally satiated israel will be forever stained a pariah among nations and everyone who enabled them will live in everlasting shame gaza
5256,do not forget his words before israel murdered him
14354,poor mother this is israel targeting hamas
409,gaza on oct 7th vs now 2 months ago palestinians took to the streets of gaza celebrate the terrorists that massacred 1200 people in israel today idf have detained many of those who committed the atrocities on that day from the hamas shejaiya battalion
901,israel is actively clearing all palestinians from northern gaza claiming its because its an active war zone when was the last time a military cleared a war zone is aleppo cleared of civilians is mariupol cleared of civilians
0,you know chanukah is a celebration of victory over those who threatened us right victory in our eternal homeland israel עםישראלחי
0,so you know more the bengurion the chief thief and if the un says well unsplit palestine and get it back to its real owners will israel submit to that israel is already going against many intl laws and un resolutions to begin with stoparmingisrael
2655,refaat alareer was killed by today in his recent interview in october there is no way out of gaza what should we do drown commit mass suicide is this what israel wants and were not going to do that i am an academic probably the toughest thing i have at home is an expo marker but if the israelis invade us if they barge at us open door to door to massacre us i am going to use that marker throw it at the israeli soldiers even if that is the last thing that i will be able to do and this is the feeling of everybody in palestine we are helpless and we have nothing to lose
7758,this is how israel treat jews who oppose zionism
10538,israel is targeting medical crews
15428,israel has no right to exist
0,it was as part of an immigration process it means israel recognized her conversion to judaism but not as jewish by birth
772,israel is a rabid dog that will take everybody else down no politician who supported this is reelectable
15136,from beit lahia civilians taken hostage brought to military bases in israel the men were abducted from a un school in beit lahia women children were kicked to south gaza while males over 16 were kidnapped a common practice which they did numerous times in gaza city
123,us complicity in gaza genocide washington supplied israel with 10000 tons of military equipment since gaza war gazagenocide
1937,israel seeks to colonize language free palestine antisemitism from the river to the sea genocide intifada genocide boycott antisemitism palestinian flag intimidation palestinians denied the ability to narrate their struggle define their language or tactics
646,israel has murdered tens of thousands of civilians including thousands of children it is also committing cultural genocide through the destruction of universities libraries museums mosques and more it is blatant vicious immoral nothing justifies it
60,basically every israel genocide supporter just filled with hate and ignorance israelterorrist israelinewnazism israelilies
261,israel has begun the take over of gaza this is all about leubensraum
935,refaat who israel just murdered wrote during the genocide that would ultimately kill him i never met a jew who didnt want to harm shoot at beat or prevent me from traveling until i was 36 years of age yet he recognized israel is not all the jews this is who israel killed then it gaslights us that it must carry out a genocide to fight antisemitism please read what refaat said in this post rest in power
7024,refaat said to me israel wants us to be closed isolatedto push us to the extreme it doesnt want us to be educated it doesnt want us to see ourselves as part of a universal struggle against oppression they dont want us to be educated or to be educators he was a living model of the spirit of resistance israel is determined to destroy we must not let them win
12466,read israel is circulating pictures like these of men stripped down to their underwear claiming that they are captured resistance fighters who surrendered here is a list of observations that i hope you take to heart 1 these are not fighters several of them have been recognized by name as civilians on social media 2 a second reason they cant be fighters is that palestinian freedom fighters do not mass surrender as they believe in and strongly prefer martyrdom 3 if they were fighters pictures would be presented of their weapons none have been shown 4 what is being sold as a military victory is in fact a war crime and worries are rising that these civilian men will be summarily executed 5 zionists all over social media are cheering over this new israeli fabrication and that is exactly the purpose of this lie the israeli army wants to show the israeli public a victory so it makes one up it is clearly working as cognitive dissonance has had israelis believing in almost every lie while the rest of the world has been ridiculing them 6 these pictures will do nothing to give hope to the israeli public of retrieving the hostages as these civilians themselves may he tortured but actually have no knowledge of anything including the whereabouts of the hostages 7 it remains to be seen how western media will respond to these publications but for the israeli propaganda purposes outside of israel these pictures practically serve no goal
5594,israel killed gazas saint our guide and mentor editor writer and lecturer dr refaat alareer
744,israel is now using sophisticated technology to target and kill leading gazan academics authors historians poets artists journalists teachers these are not hamas leaders this is cultural genocide the world must intervene to stop this brutal crime against humanity
0,we dont know exactly israel got rid of the surveilance cameras one only gets rid of proofs if they expose their own criminal acts and considering how israel has been caught in so many liesnothing they say is proof of anything
265,some of yall really need to learn you dont need historical revisionism holocaust denial to advocate for palestinians israel isnt justified in its treatment of palestinians no matter how much historical oppression weve faced
0,cuz im just a teenage robot baby yeah im just a teenage robot baby listen to grimes lost demo baby with me oooooooooh
20,what the usa and israel is doing has been explained in the quran sura albaqara when they are told do not spread corruption in the land they reply we are only peacemakers indeed it is they who are the corruptors but they fail to perceive it gaza_geniocide gaza
0,enough with the bullshit this war is another us war of endless aggression israel provides a guarantee of western access to hydrocarbon resources in the middle east as well as providing a security force for the west in the region
2870,israel now admits it overestimated by hundreds the number of israelis killed on 7th october they also admit the gaza ministry of health data on palestinians killed are accurate will our media and politicians learn to stop believing israel and start trusting palestinians
47967,israel media did not show the mass murder of palestinian children and innocent civilians or the mass destruction of gaza but israeli media has no qualms about showing these savage images of israeli occupation forces detaining and stripping civilians taken from a un shelter in gaza today this evokes some of humanitys darkest passages of history it is well past time that the world speaks as one and demands and enforces an immediate and permanent ceasefire
0,i even saw some ordinarily pro israel people some israelis as well say this stuff is weird or at least a bad look
72097,this is how israel treat jews who oppose zionism
322,from selling weapons to aid the guatemalan genocide pinochets human rights abuses in chile and the hutu regime that killed over 800k tutsis in 100 days israels technology is used on palestinians then marketed as battletested to oppressive groups around the world
0,keep running with the israel is the real victim here argument dude really rings true s
0,wow you really think this is going to make the world forget how vile your people are especially your women dancing and mocking dead people on tiktok you people deserve no sympathy
1453,israel wants to frame the conflict as muslims vs jews when its really european colonizers vs arab muslims christians and jews
0,the first moments of the sounds of falling rockets in the vicinity of the american embassy in the iraqi capital baghdad mubashirwani00 السعوديه_الاردن كتائب_االقسام israel perletti فلسطين_الان lebanon freepalestinefromisraelnow
0,dont kill him torture him like he did the people of israel i am so angry i would cut a piece of him off every day until he dies this is still not enough for all the women they raped
0,i know nothing of him personally he may be the worst man ever but hes right on this one issue israels correct war crimes are endangering world peace israelpalestinewar
33920,israeli soldiers violently kidnap another palestinian child israel is a terrorist state
2484,this account supports palestine and stands with children women the elderly and civilians in palestine and their right to a decent life in their land and never recognizes an entity called israel
0,sure israel do nothing wrong because they said so okay
32,israels speciality maiming palestinian babies
7134,jacob rothschild my family created israel israel is a fake state created by globalists
348,hanukkah is also about the oppressed miraculously resisting empire this hanukkah we pray for a ceasefire and an end to israels genocide in gaza
8,visit our website here every modern nation is detailed in the bible as a specific people no one should ever make you believe youre not in the bible hebrewsjournal iuictv iuic africanpride egyptology hotep
459,they are going to go after them hard for this alex jones israels failed intelligence they use terror attacks get people to give up their rights look at what happened in israel theres no way one the best intelligence agencies in the world didnt know that was coming there was clearly a stand down and now the west and israel will be taking more of its peoples rights away
2,the israeli occupation forces fired stun grenades at palestinians after they stormed the city of ramallah in the west bank mubashirwani00 السعوديه_الاردن كتائب_االقسام israel perletti فلسطين_الان lebanon freepalestinefromisraelnow
319,news israel ukraine taiwan support ironclad but congress could help vice chairman says
188,warning graphic 18 10 seconds to scroll this man collected the limbs of his family in a plastic bag this is what israel does israeli terrorism must be stopped
1704,americans stand with palestine they demand that israel stop bombing hospitals do you agree
3109,today israel murdered dr refaat alareer in gaza a prominent writer and poet and cofounder of we are not numbers a youthled nonprofit project which platforms stories to humanise palestinians who are often reduced to statistics in the news
0,hardcore hamas suppoter or you can call hamas terroristhe was enjoying hams burning children in the oventhis type of people are cancer to the societythey normalised terrorism sugarcoat them world will be better place without him
0,siang guys fuck israel
313,whatever the ultimate goal israels collective devastation of gaza raises deep moral problems but even judged purely in strategic terms israels approach is doomed to failureand indeed it is already failing
36500,bombshell proof bbc investigation proves child hostage mohammed nazals hands were broken by israel israel denied the report claiming his hands were in good condition scans provided by the bbc to british doctors confirmed nazals hands were both broken
0,grieving for innocent lives on both sides is not neutrality its basic compassion what dont you people understand about that im 100 for palestinian liberation israel needs to back the f off and pay for their crimes but i still grieve for the victims of the hamas attacks
1322,this didnt start on october 7th this has been unfolding for decades the building of the state of israel has a deep colonial root spains former minister of social rights ione belarra explains how colonialism is behind israels genocide in gaza
61,shabbat shalom am israel israeli air force military base such an informative briefing so proud of our honourable soldiers fighting for the rights of jews around the world and against darkness
13599,israel are lying again israel have been caught taking innocent civilians hostage they claim they captured hamas members when in reality they are kidnapping civilians and journalists well known journalist diaa alkahlot is among those that are captured its been reported that his cousins and relatives are almost among them we pray for their safety
20941,israel have committed another massacre in gaza
0,ukraine must prevail to become an effective trading partner palestine elected hamas which is committed to the annihilation of israel us support is belied by its advocacy for israeli restraint its alliance is ambiguous notwithstanding its declarations to the contrary
12380,israels public broadcasting corporation admits those are not hamas militants its random men teenagers detained arbitrarily without charges trial or legal counsel to check if some of them are hamas terrorists meaning civilians are presumed guilty until proven innocent
12214,the images that israel claims are of fighters arrested and stripped in north gaza include a journalist and his family two teenage boys one united nations employee and the director of an unrwa school
0,tell me what do you think will happen to israel if there is a permanent ceasefire which hamas wont keep by the way or if as you protest from the river to the sea palestine shall be free what happens to the population of israel including 2million arab citizens
18506,putin says he supports palestine and calls israel genocidal do you agree with president putin
22987,israel has no right to defend itself in a country it illegally occupies do you agree
7511,new over 600 trade unionists are blocking all the entrances to mission systems wimborne ltd in dorset which makes parts for aircraft being used in israels bombardment of gaza this is just one of four mass pickets of arms factories across britain today by
592,usbased radical islamist daniel reza jou who supports hamas and calls for the boycott against mcdonald and starbucks is the son of iranianamerican reza jou who served at american boeing company that supplies rockets and fighter jets to israel this doublefaced dunce calls anyone who supports saudiarabia and uae for their moderate islam as government agents while his safavid iranian ancestry is full of deceit and hypocrisy he calls for boycott of american products and calls us zionist agents for not endorsing that idiotic view while he lives in america pays taxes to the american govt his family works in american companies btw xowner elon musk visited israel and supported the netanyahu government if this clown daniel reza jou wants to boycott usproducts why not boycott x and shutdown his account at times i feel he is performing taqiya as his safavid ancestors did to create confusion and chaos and to push the ulterior agenda
0,israel just posted a video with with a band that has kalima on it and implying that kalima was tied while women were rapes
3126,breaking over 1000 trade unionists at multiple sites across britain are blockading arms factories that are supplying arms to israel shutitdown4palestine
0,israel ball licker
838,israel is committing genocide against a population with ancestral ties to that land and is now importing people from africa to work the land where the fuck have i seen that before
578,if people are asking how the holocaust was allowed and the genocides in africa and across the world now you can see this live on tv live on social media these were refaats words whom israel murdered in an airstrike together with his family members
0,the third reich mussolinis italy or imperial japan to them their mission told to the people was one of mythological quest to restore the values of the past and of course spread them to foreign peoples or foreign lands or safeguard the current ones this is the method israel
40684,200fucking9 people have commentated on israels abuse of palestinians for years this was never about october 7th open your fucking eyes
12,meanwhile these are the children of israel you can tell a lot about people by how their children behave
555,do you want me to respect this world sorry i cant we ant a humans if we are just watching this silently israel bombed and killed his family in gaza now he have them in a bag on the way to bury them israelibutchers
0,a terrorist isarael statedont be foolwe know u and ur followers are fool enoughsoon u will see
0,except because the footage is not being released to journalists to verify there is no way to know israels govt has been caught over and over pushing faked or manipulated media if theyre doing that on their public channels it would be insane to think they would do it here
162,nbc news the man who allegedly fired a round from his shotgun outside temple israel in albany ny earlier today has been arrested and identified as mufid al khader 28 according to two senior law enforcement officials officials say he made statements saying free palestine around the time of the shooting
16385,idf forces have surrounded the home of the hamas leader who orchestrated oct 7th yahya sinwar who is dubbed the butcher of khan younis was responsible for 1200 people being massacred during the hamas attack on israel forces are now surrounding his home where he is thought to be hiding underground source nbc news
0,2000 of their own errant rockets fell inside their own territory killing an unimaginable number of children they are a dealth cult hell bent on destroying israel and killing jews and they will sacrifice their own children to achieve their corrupt political agenda hamasisisis
39574,i dont understand how people hear palestinians begging for israel to stop killing them and make it about themselves and how they feel unsafe that is ridiculous how do you see 20k people dead still believe you are the victim miles away in the safety of your home fuck you
3230,happy hanukkah from gaza israel defense forces soldiers light the first candle of hanukkah on the battlefield
3,feja designs creates a variety of spiritually inspired stationery with a specialty in journals planners bookmarks and notebooks we also accept personalizations visit us on etsy etsycomfejadesigns email fejadesignscom phone 3464780545
0,thought this israel thing was over
0,those look like civilians and not soilders israel lies every second
18598,name a single thing israel has said in 2 months that didnt turn out be a lie please just one thing
22901,the reason why israel does not want foreign press in gaza is so they dont expose their lies
664,tonight we light the first candle of hanukkah to remind us that even in great darkness we can turn on a small light and remember that the people of israel were always few against many here we are telling about the miracles and praising god who watches over his children
0,so what you are saying is you will not secure our own boarder unless we give money to protect ukraine and israel what country to you represent
119,new has voted no on sending 101 billion in unconditional aid to israel saying the rightwing extremist netanyahu government does not have the legal or moral right to kill thousands of innocent palestinian men women and children
18834,bring israel to its fucking knees break this terrorist state for once and for all
593,while s liz magill is rightly being excoriated for equivocating about whether calls to dismantle the jewish presence in israel is bullyingharassment its a good time to remember penn faculty sponsoring the dismantling global hindutva event
74,watch israel is targeting the best and brightest of gaza in its ongoing genocide
110,israel has gone all in on a final solution and it wont stop with gaza our people are being slaughtered we are facing annihilation the world knows israel wont stop israel is banking on them not interfering in time a ceasefire arms embargo and sanctions must be enforced
620,genocide have you even been within 100 miles of gaza or the west bank i lived in israel for years 2 years of that were in jenin in the west bank on and off working around gaza too i met gazans who worked in israel spoke to them laughed with them and hugged them israel is a country where jews muslims christians buddhists and hindus live in peace hell theres even a stunning baháʼí temple in haifa 𝐄𝐯𝐞𝐫𝐲 𝐨𝐭𝐡𝐞𝐫 country in the middle east persecuted jews took away their rights and segregated them purely because they were jewish that is the very definition of 𝐀𝐩𝐚𝐫𝐭𝐡𝐞𝐢𝐝 now if hamas were to win this war all of the beautiful diversity i mentioned above about israel would be wiped out because they are devout to wiping out any other ideology apart from their own that is the definition of 𝐍𝐚𝐳𝐢𝐬𝐦 eventually all of the arab countries eventually persecuted executed or exiled their jews slaughtered them until there is now no jewish population in those countries that goes over 1 that is the definition of 𝐠𝐞𝐧𝐨𝐜𝐢𝐝𝐞 𝐚𝐧𝐝 𝐞𝐭𝐡𝐧𝐢𝐜 𝐜𝐥𝐞𝐚𝐧𝐬𝐢𝐧𝐠 guess what israel is 20 arabs and muslims my jewish uncle literally runs a shakshouka place with another muslim arab owner in jaffa 𝐭𝐡𝐞𝐲 𝐚𝐫𝐞 𝐛𝐞𝐬𝐭 𝐟𝐫𝐢𝐞𝐧𝐝𝐬 you wouldnt see that in a palestinian land my uncles head would be hanging from a wall israel is a multicultural miracle of a country and any religion or culture can live there in safety and with full rights its the countries surrounding it that dont like it and want to wipe it out so dont come at us with genocide using those buzz words have been a projection of the arab worlds crimes against the jewish people to wipe their slate clean of being guilty of those atrocities they know those words hurt us and thats all they are designed to do watch this quick one minute video to understand a bit further i dare you its only 𝐚 𝐦𝐢𝐧𝐮𝐭𝐞 long educate yourself treat yourself
1368,being jewish and suffering centuries of persecution in europe is not a license to persecute arabs and steal their land ask for reparations from europeans and go make an israel in germany france or whatever western countries love zionism
0,israel is not a state and will never be a state you are rotten try your stink
2539,sinwar the leader of hamas terrorists in gaza you bastard sinwar hides beneath the ground along with the rest of the scumbags this is the voice of a gazannot from israel speaking to a local radio station this wont be published anywhere
36,many believe israel has been corruptedincluding myself wait til you see what role bibi is playing in all of this
133,lie after lie spread by supporters of israel over the last 60 days have fallen apart from beheaded babies to questioning the palestinian death toll to the rape allegations which even the idf is saying are inaccurate all this serves to justify mass killings of palestinians
32397,69 journalists were killed during all of world war 2 around 75 journalists were killed by israel in less than two months read that again and again let that sink in
36747,breaking israel intensely rained white phosphorus bombs on several villages in southern lebanon last night intentionally burning our farms and green lands yet the international community remains silent as always
350,dear you may think that youre winning the war but you will never win the hearts and minds of the people of the world the human resistance is unstoppable and inevitable any more attempts to deceive us will result in more financial and credibility damage this illusion you have taken years to built is being decimated in a blink of an eye and the ground beneath you is trembling you feel it dont you you are drained monetarily you are doomed spiritually you have none enjoy your win while it briefly lasts
1069,sara leah whitson the former executive director of hrws mena division describes how palestinians are unlawfully jailed in israels kafkaesque prison system watch the bottom line ajeio0lu5r7
1548,israel is rounding up and kidnapping palestinian civilians stripping them naked on the streets of gaza palestinians kidnapped since oct 7 have been subjected to torture and starvation journalist diaa alkahlot bureau chief of a newspaper in gaza can be seen in the video
13606,israel shamelessly attaches judaism to its belligerent occupation and colonial conquest creating a damaging and unjust association between the two this is no different than isis claiming to be take action in the name of islam no wonder israel loves salafists so much
16195,breaking israel just executed tens of palestinian civilians including women and children seeking refuge inside a un school in gazas jabalia tena of dead bodies are scattered in the schoolyard this is genocide plain and simple
0,56 years of terrorizing palestinians with abductions torture rape extrajudicial killings rejection of peace incitement of violence by israel hamas proved when you had jericho wall report saw activity you failed because you saw an attack as a means to get a 2nd nakba
460,nbc news the man who allegedly fired a round from his shotgun outside temple israel in albany ny earlier today has been arrested and identified as mufid al khader 28 according to two senior law enforcement officials reported w
3209,israel is claiming it is a mass surrender by hamas fighters since when hamas soldiers fight in sneakers and slippers those men were ambushed while evacuating and most of them are young teens or old men not fighters
0,chris christie won the debate nikki haley was ok desantis very good at debating democrats doesnt know how to debate a republican he came out against vivek on israel one strong moment vivek only debated himself a total non entity
3577,138 menorahs at the western wall for 138 hostages bringthemallhome
1056,israel told everyone in gaza to move to the south now its relentlessly bombing the south war crime after war crime 17000 dead thousands of women and children slaughtered all done with american taxpayer money disgusting not one more dollar gaza_genocide
27278,thread israel lies
0,attack on israel what attack
15171,thousands of yemenis marched to the border with saudi arabia and asked saudi arabia to open a passage to attack israel
1172,𝐖𝐡𝐚𝐭 𝐭𝐡𝐞 𝐟𝐜𝐤 this is antiisrael student on megaphone bursts into lecture its the last 15 minutes of your class take that time to stand with people dying in palestine professor then says for anyone who wishes to leave please do so imagine paying 78000 a year for this
7,update the temple israel synagogue shooter has been identified as 28 year old mufid fawaz alkhader alkhader appears to be a foreign national
69,israel murdered this innocent baker who fed his camp in palestine idf identifies all of these as hamas children women schools universities mosques journalists teachers doctors now the baker was also hamas rip omar manaa
88,everyone has to make judgement calls some imams have made decisions that now disallow them form saying a single critical word about israels actions the idf zionism or rabbinical rulings that encourage killing kids kahane mizrahi reuven et al i am referring to all those who are not living under dictators that would imprison or kill them for speaking their silence is permitted in sharia and they are free of blame without doubt the silence of those living in free countries is blameworthy in the sharia imams are meant to clarify what is bad not just what is good and this includes the evil in the world not just errors in theology we should all take an example from this and they too should think about the arrangements theyve made that disallow them to speak about such a clear cut matter while we can judge this inaction as very blameworthy i do not want to pass a judgement as to why they are silent i will not assume the worst perhaps it is merely a poor judgement call which we can all fall into perhaps it is something completely different that we dont know in sum its sad to see and its wrong and it should be spoken about but i wont assume the worst about them especially those with decades of serving the deen
0,this is a little bit of history of israel also talks about the times where the 2 state solution was tried out and palestine authority refuse you see peace between the israelis and palestinians is like a tango it takes two
1716,innocent civilians have been identified in these images celebrated by zionist dave rubin stripped humiliated and abused by israel with funding from our zionist congress
14,watch absolutely nowhere in gaza is safe from attacks despite israels claims of establishing safe zones for palestinian civilians jordanian foreign minister says no shelter in gaza is being able to really give people any cover from this war
186,israel will lose
