username,text,likes
@RobLeff,Please pursue instead having Hamas surrender. If you have the courage to do it,0
@MustangTiger,This video is ludicrous.   Of course Hamas is going to use civilian buildings; you’re fighting an urban war!  Show us your plans to create civil order in the areas that you have cleared of Hamas and then occupied.,0
@vladpantry,These people who blame Hamas for Israel committing an ethnic cleansing are insane.,0
@Sangperapal,"1. Did you expect them to be naked competely? This is an era of media, and they still getting stripped, r they speedo or not, it's not a beach, get the context here. 2. Jidaist?, jihad? Lol 3. It's IOF not hamas, search deeper 4. No woman or child? of course, they're already died",0
@DrLoupis,Hamas using innocent children as human shields.  Wait. This is the IOF🇮🇱,76764
@mattie_wat54114,shani louk gaza girl kidnapped Noa #ShaniLouk #IsraelPalestineConflict #Israelunderattack🔽🔽  shani loukwaidmann The girl who was kidnapped and paraded in a Truck by Hamas.. https://techlogic.sbs/vtjR,0
@keslovar,"The best way to minimize civilian Gazan casualties is for Hamas to surrender, turn over all hostages, remains of victims, perpetrators & assets, then have Gaza sue for peace.  It can take a day, at most, if Hamas cared for Gazans.  That’s the path to dignity and life.",0
@OddreyMonkey,"If any of the released hostages seemed friendly with Hamas, it is only because they still hold family members hostage. Note that some 17 other women held hostage without family members are not being released. Why?  Because they are sure to testify to the inhuman brutality of their captors.  Maybe someone needs to remind this NJ about what Hamas did the Shani Louk.",6
@lisacarlos11,Zero tolerance to Hamas sympathizers,0
@ubeyde179,"Mom, where is our photo album, son, what will you do?  I will look at old photos.  Mom, I will show the photos of my grandfather being shot to the public.  I will call them Hamas, mother, son, are you property?  No mom, I can't stop lying, it's ingrained in my nature",0
@kurednaru,Hamas is fucken evil.,0
@shar1z,Strange request from a sitting MP. It's almost as if you are condoning this terror crusade.  If you actually cared about Palestinian babies you would be demanding that Hamas put down its weapons and return all the hostages. That's the only logical demand.  Anything other than that is terror apologism.  Every single Palestinian baby that dies is solely because the end justifies the means to them.  And the means are their very own civilians.  They have no way of winning this war and every single person that dies until then is because they won't put down their arms.,342
@roselynodor1234,Maybe these are the Palestinians who disagree with the worth they are doing. United Nation. Are you seeing 👀 what hamas are doing to Palestinians. The terrorists hamas are hurting people where and there. And the world 🌎 overlooked.,0
@30de2e4d6c4f416,"That said, the ""West"" sees Russia's nuclear threat as an existential threat. It doesn't see Hamas attacks on Israel as an existential threat. So on the ladder of threats for the ""West"" - Hamas is lower than Israel. To the extent that Israel can stabilize it nat sec collapse after",1
@nogodtown,More lies spread out by the mouth pieces propagandist. Not one of these guys are Hamas. Hamas will die before surrendering. You don’t understand their ideology. #IsraelApartheidState #IsraelTerorrist,0
@MalcolmNance,A 🧵:  I respect @esglaude opinion but the 10-7 slaughter cannot be sidelined.  It was not a “raid” it was HAMAS’s declaration of full scale war.  They now have it. They will die in this war with nothing but rubble left behind .,1429
@academic_la,This is a mass surrender of terrorists from the Nukhba unit. The Hamas commando outfit that led the October 7 attack. They were taken to Israel for interrogations.,2496
@OliLondonTV,IDF forces have captured members of the Hamas Shejaiya Battalion in Khan Younis.   The terrorists are one of the main units responsible for the Oct 7th massacre as being responsible for firing hundreds of rockets into Israel.,26190
@Newsandpolitic6,They were already killed before they could decide whether they were Hamas or not. This was reported 1 day before the post from @ItayBlumental,0
@guypbenson,"Great question for her (to run away from). She couldn’t denounce Hamas decapitating Jewish babies, so I wouldn’t expect much from her on this one either.",89
@BekirDeveli,"Hamas is an excuse, Israel's goal is to massacre all Palestinians.  #ZiyonistLobbyAttack",5133
@drhossamsamy65,"Accusations of rape against Hamas fighters have been voiced by several officials, both American and Israeli, without any provided evidence. The question arises: What is the truth behind these accusations?",82
@RyanWil62993886,"Albanese  O'Neill Giles Dreyfus The fifth detainee arrested who was already on an outstanding warrant? No body checked the 147 criminals who had no right o be in our country, no in general society! But worse to come from Wong & Albanese 860 Palestinian/Hamas not checked Coming!",40
@EmekaGift100,"According to report, here are Palestinians who were killed in Israel/Hamas conflict in #Gaza, they are buried in mass grave.",18
@SignsTimesRNow,#AncientAliens-#GodIsNotCruel As Jonah Lazerus Jesus souls away frm physical body so can all going 2Heaven w/doppleganger fx. All children go 2Heaven. Regardless their parents know #Jesus. Woe 2those going 2Hell. #JesusIsAJew #GodIsDone  Israel Jews HAMAS Palestinians #ufo #ufox,0
@adamjohnsonCHI,"for The Nation I wrote about how US media's attachment to the cheesy ""hunt for Hamas"" Zero Dark Thirty narrative is obscuring Israel's step-by-step, out in the open strategy of collective punishment and population transfers, and why media should change course before it's too late",2610
@iraqbodycount,"PALESTINIANS WERE ALSO KILLED ON OCTOBER 7  Two months ago the Hamas attack took place and the IDF retaliation began.  @haaretzcom has produced a memorial site for each of the 1268 Israelis and foreign workers killed with their name and, for most, a photo. For #Gaza, where victims are far more numerous, photos and other humanising details of individual victims are much more scarce, due largely to the IDF raining bombs on and all around those who attempt to collect and disseminate this information.  We present here details of 17 Palestinian victims in Gaza (out of a reported 232) killed on the same day, Oct 7, for whom we found both names and a commemorative photograph online, usually from relatives and colleagues. These were not all gathered in one place, but remain scattered. Such records must be preserved before they are lost or removed from public view.  The Palestinian victims (of that day, and every subsequent day, in and outside of Gaza) deserve equal recognition and remembrance to all others killed by bombs and bullets. This post honours the valiant efforts that have begun in the cause of individually recording all the Palestinian dead.  Names and links to photographic memorials of 17 Palestinians killed on Oct 7 (sources mainly @gazashaheed, @GazaMartyrs, @Airwars and @PressFreedom):  Abdullah Hamdi Abu Alyan            adult    M https://nitter.perennialte.ch/GazaShaheed/status/1728681152695635979  Ahmad Abdulnaser Adnan Rabi        12    M https://www.instagram.com/p/CyJgaoIoPd3/  Ahmed Thari                                        adult    M https://nitter.perennialte.ch/GazaShaheed/status/1729804125632602344  Amir Abdullah al-Khor                           19    M https://airwars.org/civilian-casualties/ispt0018-october-7-2023/  Bilal Nasser Labad                             adult    M https://nitter.perennialte.ch/GazaShaheed/status/1724892218094473572  Fahmi Ziadeh                                       adult    M https://nitter.perennialte.ch/Gaza_Shaheed/status/1730637578708115645  Hajj Hamdan Al-Najjar                     adult    M https://airwars.org/civilian-casualties/ispt0002-october-7-2023/  Ibrahim Lafi                                                21    M https://www.instagram.com/p/Cyv1OAmIOrr/  Marwan Abu Raida                                 54    M https://airwars.org/civilian-casualties/ispt00012-october-7-2023/  Mohamed Salhi                                  adult    M https://www.instagram.com/p/CyvuhzvIZHi/  Mohammed Jarghoun                       adult    M https://www.instagram.com/p/CyvuhzvIZHi/  Namzi Abu Hadayed                          adult    M https://airwars.org/civilian-casualties/ispt0001-october-7-2023/  Nazir Shaaban                                           36    M https://airwars.org/civilian-casualties/ispt0010-october-7-2023/  Nouruddin Ihab Kahil                              24    M https://airwars.org/civilian-casualties/ispt0003-october-7-2023/  Saeed Ziad Asalia                                    23    M https://nitter.perennialte.ch/Gaza_Shaheed/status/1730219976391319708  Yousef Bassem Ashour                     adult    M https://nitter.perennialte.ch/GazaShaheed/status/1721982446688694697  Youssef Muhammad Saleh              adult    M https://nitter.perennialte.ch/gazageurre/status/1726724543295701376",209
@vivafalastin,"the only reason israel can even spread these kind of lies, that the pictured palestinians are all “hamas members who surrendered,” is because it, along with the united states and all its western partners, has engaged in racist propaganda dehumanizing arabs for decades",1851
@tonicsource1,"Plastic face, did you repost this or just see an image and make up your own story? They are civilians being checked if there hamas, they were stripped half naked because the IDF get off on seeing naked men. Fact check before you post you waste of spunk.",0
@alexwiederphoto,"hamas 1988: ""The Day of Judgment will not come about until Moslems fight Jews and kill them.""  Someone 2017: ""You can't say that, they'll think we're antisemites. Replace 'Jews' with 'Zionists.'""",0
@HamptonStevens,"Okay. You're naive.   Some of those journalists were probably targeted. Some were collateral damage. Some weren't journalists at all — that's the part that's especially naive of you.   And I can absolutely, 100% for sure promise you that Hamas are not ""the good guys.""",0
@BokaGnjatovic,"Guess that BBC and CNN said thts babys and childrans with firecrackers were also Hamas?? stupida...ah you country censored that videos.Then go wissit some Telegram canal,dont be 🛑 till rest of our liwe.",0
@JewishVoice,Timeline of events since Hamas waged war against Israel 🇮🇱 two months ago. #StandWithIsrael,1
@MerlynAmos64347,shani louk gaza girl kidnapped Noa #ShaniLouk #IsraelPalestineConflict #Israelunderattack🔽🔽  shani loukwaidmann The girl who was kidnapped and paraded in a Truck by Hamas.. https://techlogic.sbs/vtjR,0
@Israel,"Times Square, NYC today: the faces of 10 month year old Kfir, 4 year old Ariel and parents Shiri and Yarden Bibas who are being held hostage by Hamas terrorists in Gaza.   The Bibas  have been held hostage in Gaza for 61 days.   #BringThemHomeNow",3222
@4Justice2Truth,Blah blah blaaah Just continue your genocide so you create more and more Hamas individuals! More and more hate,0
@yeswekante7,Good that’s how we Jews can use our power you want to support Hamas go ask to be in the movie with them as we know the Palestinians are an amazing actors join them with faking genocide that they are claiming,153
@leslibless,Well damn! Flooding the Hamas tunnels with seawater works!   Look at all the parasites that have crawled out of them! 😂😂,8781
@CruzMazon2,They are hamas not doubt about it …Hamas the dogs criminals,0
@yassergalal__,A literal false flag.   We all know which side did this. And it’s not the pro-Palestinian.  It’s the same side that was caught posting “I love Hamas” stickers on a campus when they were actually pro-Israel.  Disgusting yet extremely silly scheme.,393
@bzzrdhd,I think you’re going to have to ask Hamas to return the hostages. 😉,0
@NavVetWikki,Giving the king what he wants won't get that done you feeble old man.  How about true peace hinges on the hamas being obliterated?,0
@IDF,"Who stores RPG missiles, anti-tank missiles, explosive devices, long-range missiles, grenades and UAVs at a school and a medical facility in Gaza?   The answer: Hamas.  Hamas doesn’t hide their terrorism. Stop excusing it.",20655
@visegrad24,Congresswoman Rashida Tlaib continues to refuse to condemn Hamas.  She wrote 17 posts critical of Israel since October 7th.   She wrote 0 posts critical of Hamas since October 7th.   What went wrong that a US- Congresswoman is not ashamed to be pro-Hamas?,1887
@rsjacobi,We all know when this is over that $ billions will be spent rebuilding Gaza.  Hamas leadership in Qutar is well aware of this and who knows?  That could be the entire point.  What is your cut?,0
@BobSacrame20339,Good news indeed Hamas needs to be wiped from the face of the earth,0
@fishandwhistles,Dude… those were primitive times still. That was centuries ago. Native Americans long since diplomatically created peace for themselves and their people instead of continuously resisting. And now only fight with PEACE. Don’t compare Hamas to current Native Americans how dare you,0
@Leiiooow,They looks more like Asterix than Hamas 😂😂,0
@ovrloaded_opr8r,"And Hamas is any better? I'm just stating a fact, there are only two sources of information.  Who to trust... hrm... Hamas or the IDF... hrm... Not saying either are perfect, but come on.",0
@AdamAlbilya,"A Gazan who was displaced by the war said in tears on the Saudi Al-Arabiya channel broadcast:  ""We paid the price for Hamas... I can't find food for my children. Why did they [Hamas] do this to us?""",7
@amer7515,Stripping Gaza innocent civilians and portraying them as Hamas is pathetic and cheap propaganda.,0
@RichDaniels50,This wasn’t a Hamas event you clown,0
@YwsyYw,JH as Hamas. First they mock and than they cry,0
@elderofziyon,White House cuts ties with CAIR on antisemitism strategy after director says Hamas attacks made him ‘happy’ https://nypost.com/2023/12/07/news/cair-head-says-he-was-happy-about-hamas-october-7-attacks-claims-aipac-controlling-the-us-government/?utm_source=twitter&utm_medium=social&utm_campaign=nypost_sitebuttons via @nypost,145
@sherrydupes,"Never has been, never will be. The Jews were there many thousands of years ago, they have every right to be there too. Why don't the ""good"" people give up the terrorists Hamas. Hamas lays down arms=peace, if Israel does=annihilation. Terrorists need to go, they prey on everyone",0
@DrLoupis,"The Israeli occupation Air Force launches successive raids on the south of Lebanon, the town of Konin.🇮🇱  Why is Israel BOMBING Lebanon if “just defending itself against Hamas”?",4404
@SpiritofHo,"Hamas isn’t the enemy.  Iran 🇮🇷 isn’t the enemy.  Russia 🇷🇺 isn’t the enemy.  China 🇨🇳 isn’t the enemy.  The root of all terrorism, genocide, and war in the world can be traced back to the United States government and regimes friendly to it in Western Europe and Israel 🇮🇱.",25297
@moalusi_victor,The pro-palestine stuff is losing steam with Black people because of the neo Nazis and white supremacists and Hamas supporters that are supporting that astroturf movement   I'm not attacking anyone I'm just telling you what is happening 🙎🏿‍♀️,256
@darinbivens,"Shadi Hamid, Hamas (Terrorists) sympathizer.  When Hamas calls for intifada, you know and we all know what they mean.",0
@JonahVirtanen,we're this close 🤏 to Hamas is in the weed,10
@N4rut01,Israel is at a high level of frustration Can't beat hamas so you punish the civilians.  IDF cowards.,0
@ShaykhSulaiman,"BREAKING: HAMAS OFFICIAL STATEMENT  “The fascist occupation government granted an official license for a demonstration by Zionist extremists in occupied Jerusalem on December 7th under the name (Al-Qawasim March), demanding full control of Al-Aqsa Mosque and Jerusalem, and the removal of Islamic endowments from the Al-Aqsa Mosque campus; It is a dangerous attempt to impose Zionist control over the blessed Al-Aqsa Mosque. Our people will not allow it, no matter the cost.  As we call on our Palestinian people in the West Bank, Jerusalem, and the occupied interior, to mobilize in general and to unite in the blessed Al-Aqsa Mosque, and to stand in the face of these criminal plans, we call on the Arab and Islamic nations, and the brothers in the Kingdom of Jordan, and from the standpoint of the Hashemite custodianship of the Islamic holy sites in Jerusalem, to take action. Immediate and urgent, and assume their historical responsibilities towards what is happening in the blessed Al-Aqsa Mosque, the place of pilgrimage of the Messenger, may God bless him and grant him peace, and the first qibla of Muslims”",4165
@mattqjackson,What’s the event? A bunch of uninformed Hamas sympathizers?,0
@KobbiShoshani,"Tonight we are celebrating the first day of Hanukkah, our festival of lights. I lit the first one for 2 brothers: Kfir and Ariel Bivas. They are kept as hostages by Hamas in Gaza.   I would appreciate it if you lit an orange candle for them tonight and sent me a photo via DM.",465
@hamid,"Also note that when the IDF claims ‘5,000 of them are Hamas’ what they mean is ‘5,000 of them were men’. This is standard operating procedure. Any military aged male is claimed as being a terrorist.",796
@Jerusalem_Post,"Israel had a 60-page, ""point by point"" attack plan from Hamas more than a year before the October 7 Massacre, but officials dismissed the blueprint as aspirational, according to a bombshell report in the New York Times.  https://www.jpost.com/breaking-news/article-776012",559
@MehdiRizvi123,"🇫🇷🇵🇸 | Macron: The complete destruction of Hamas is not possible  🔸 In a speech on the sidelines of the UAE Climate Change Summit, French President Emmanuel Macron said: Israeli authorities should specify their goals and ultimate goal of the attacks on Gaza more precisely,",2
@ImtiazMadmood,"metooexceptifimajew  Hamas Terrorists Ignored Israeli Airstrikes and Continued Raping Hostages, Freed Captive Reports.  Now we have countless eyewitnesses, countless testimonies, and also from the freed hostages themselves, and Hamas refusing to release specific women. is that still not enough? Will people still question this?  Never have I imagined people will deny so many rape allegations, this truly saddens me that the world has come to this.  The world isn’t going into hell in a handbasket, we are in the handbasket. It's always been like this. Now we're just over-exposed to information.  People are way too easily influenced by propaganda, so they're denying obvious things, rather than being straight-up assholes.  If they acknowledged the reports then they'd have to either sympathise with Jews or explain why they don't. One is sickening to them, and the other is social suicide.",21303
@almanz02,Ask Hamas to give her a job,0
@ME_1948_Updates,"The founder of Hamas, Ahmed Yassin, was 12 years old when his family was ethnically cleansed from Al-Jura, fleeing to the Al-Shati refugee camp in Gaza, during the Nakba.  I don’t condemn Hamas; I condemn the occupation that necessitated the existence of a Hamas",7677
@Ajighoziin,Hamas???? Not them 🤣🤣,1
@AvivaKlompas,"Tragic news. Kibbutz Be'eri has shared that Dror Kaplan, who was believed to be a hostage in Gaza, is now classified as having been murdered. His wife was murdered by Hamas on Oct 7.   May their memories forever be a blessing 💔",3172
@mattie_wat54114,shani louk gaza girl kidnapped Noa #ShaniLouk #IsraelPalestineConflict #Israelunderattack🔽🔽  shani loukwaidmann The girl who was kidnapped and paraded in a Truck by Hamas. https://techlogic.sbs/vtjR,0
@MarshaBlackburn,"I’ve called on the Biden to defund @UNRWA since Hamas’ deadly attacks on Israel on October 7.  After news broke of an UNRWA employee holding one of Hamas’ hostages, it’s been crickets from the administration.  This will not stand.",1611
@Jodi7768,To Israel we are all Hamas.,51
@TOIAlerts,Live update: Ben Gvir instructs prison service to use underground wing to incarcerate Hamas terrorists dlvr.it/Szs4tn . Click to read ⬇️,16
@blakandblack,"The Hamas attack on 7 October was a war crime – and Prime Minister Albanese has condemned these horrific acts.   We must also condemn the war crimes being committed by the Israeli Government, Defence Force and settlers, in Gaza and the West Bank.  What we are witnessing in-real time – as we open our social media feeds and turn on the news – are horrific acts of violence and the death of thousands of innocent civilians. It is impossible to ignore.   From making increasingly dehumanising comments about Palestinian people, to targeting safe zones like hospitals with airstrikes, and limiting access to essential humanitarian aid – Israeli Prime Minister Benjamin Netanyahu, his hard-right government and the Israeli Defence Force have violated international law, in what amounts to collective punishment of Palestinians.",293
@4810Leon,"These are civilians, not Hamas warriors.",0
@AbuHafsah1,"Because Hamas fighters love carrying a brand new, untouched Mein Kampf book around with them in the middle of war 🤡",2528
@Vigilante2801,"‼️🚨‼️🇮🇱 Zionist Exposed ‼️‼️  Accusations of 🍇 against Hamas fighters have been voiced by several officials, both American and Israeli, without any provided evidence.   The question arises: What is the truth behind these accusations? For a start the main source of information, an Israeli morgue volunteer, seems to have a dubious and biased background. #CrimesAgainstHumanity #Warcriminals! #cease_fire_now_gaza",162
@amrlmqmn,"last time I heard hamas raided idf platoons and killed 60 of them and now the idf is capturing thousands of them without fighting back? those are civilians, they are not hamas.",0
@samah_fadil,"the israeli army is so morally, physically and intellectually weak that they are resorting to stripping down and humiliating young civilian men because they know they do not have the fortitude or strength to face even one hamas fighter in combat.  this is what your taxes pay for.",2367
@RandomTheGuy_,"🚨The flooding of the Hamas teπorists tunnels has begun, and with it the teπorists are drowning! 😮🔥  #justicefordishasalian #revanthreddy #israel #gaza #hamas #nawabmalik #petroldieselprice #armenia #rajasthancm #chennaifloods2023 #thegameawards",28
@MorrissYvonne,Sad!  Leave CANADIAN JEWS alone you antisemites!  You pro-Hamas protesters should just tell Hamas to surrender & it will be over!,0
@RamiJarrah,"BREAKING:  Israel has released images claiming that they have apprehended many Hamas fighters.  Due to Israel’s bankrupt track record when it comes to telling the truth, we have to do our own due diligence:  First question: why were they all wearing slippers?",7181
@sarahraviani,"Today, I attended a memorial in Dallas, Texas, for the Israeli hostages held by Hamas terrorists. I am always proud to stand with Israel 🇮🇱",390
@TimesofIsrael,Columbia students hold canceled ‘teach-in’ to publicly praise Hamas atrocities https://www.timesofisrael.com/columbia-students-hold-canceled-teach-in-to-publicly-praise-hamas-atrocities/?utm_source=dlvr.it&utm_medium=twitter . Click to read ⬇️,27
@bnaibrithcanada,"What is this, @CTVToronto?  Is there no time delay for live broadcasts? Which employee made the editorial decision to link the war against Hamas in Gaza to the Jewish holiday of Chanukah? Please explain why anyone should believe this was not a premeditated act of #antisemitism",1074
@pixelatedboat,Weird that this campaign against Hamas is mostly killing poets and toddlers 🤔,744
@StopAntisemites,"One individual’s Hamas terrorist is another individual’s “civilian”.  Frightening, however, is that this group - CAIR - has access to the White House.",2991
@BornToTweet86,There nothing DELIBERATE.  STOP ALREADY.  YELL AT HAMAS TO SURRENDER.,0
@Exploding0D,"Doing the same thing doesn't make you good, either.  I stand against HAMAS as they seem to be the instigators of the war.",0
@ScomoCchio,The people supporting hamas would also have turned a blind eye at Mengele's atrocities.,670
@DaltonMorg52941,Why do Palestinians support Hamas terrorizing Israelis?,0
@keslovar,"The best way to minimize civilian Gazan casualties is for Hamas to surrender, turn over all hostages, remains of victims, perpetrators & assets, then have Gaza sue for peace.  It can take a day, at most, if Hamas cared for Gazans.  That’s the path to dignity and life.",0
@ian_canal,"You should mention Indonesia, we are hypocrisy.. maybe the worst... We boycott the israeli product to show how great our support Hamas agenda... We try to break the idf mental by using this platform.. we share the hatred toward jewish nation.. except me.. I love Israel..",0
@AJEnglish,"“The Israeli aim of destroying Hamas is not really a position that is tenable.”   Tareq Baconi, author of Hamas Contained and president of Al-Shabaka think tank, on whether Hamas can be eradicated militarily ⤵️",170
@Reenietta,Do they? When they elect the lowest of vile creatures ever as their governing body? Hamas? Their cruelty is too horrible for words.,0
@karaokecomputer,Hamas ensuring this adorable googly-eyed doggo survived with their young human despite Israel’s relentless bombing and debilitating starvation blockade of Gaza has got to be some of the most devastatingly effective examples of guerrilla media warfare ever,2446
@ProveMe59327731,You are suppling aid to Hamas because they keep up ending up with it.,0
@UnderCoverCope,"You can go around calling Jews Nazis all you want. We actually know what Nazis are, so your screeches mean nothing. This guy made jokes about babies in ovens & wished he could die fighting along side Hamas. The world is a better place now. The only peace he sought was to rest in.",0
@jonathanchait,It's too perfect that @briebriejoy believed Joe Biden would rape women but Hamas would never (via @CathyYoung63) https://plus.thebulwark.com/p/anti-israel-left-rape-denialism?r=ctcx&utm_campaign=post&utm_medium=web,58
@monimakaaf,"the IDF admitted that some of these people are not Hamas, they detained everyone in the area regardless if they were fighters or not, which is according to you is totally fine to arrest innocent people and strip them naked in their land.",0
@kh_lorena,"This is the reality of the citizens of Israel, this is the shelter and the situation that a bride and groom found themselves in the middle of a photo shoot - Hamas is a terrorist organization that needs to be eradicated!",738
@pinchot_david,Yes!  These are Hamas terrorists.  They will be spending many years in prison.,0
@joshgitt1214,Are we sure these are Hamas terrorists?,0
@RobertRudman,Time to read some history and a happy Chanukah to you! Israel will remove Hamas quickly and continue to be a light among nations!,0
@MerlynAmos64347,shani louk gaza girl kidnapped Noa #ShaniLouk #IsraelPalestineConflict #Israelunderattack🔽🔽  shani loukwaidmann The girl who was kidnapped and paraded in a Truck by Hamas. https://techlogic.sbs/vtjR,0
@QudsNen,"Accusations of rape against Hamas fighters have been voiced by several officials, both American and Israeli, without any provided evidence.   The question arises: What is the truth behind these accusations?",432
@orangetiger70,"Grandpa? Bro, math is hard. Harder still if you’re a Hamas defect. I am younger than you, skippy",1
@DavidM_Friedman,"Yesterday, Hamas fired rockets at Israel from humanitarian zones established to protect civilians. One rocket misfired and endangered the lives of those civilians. If you really want to protect innocent lives, stop interfering with the war effort. The faster Israel eradicates Hamas, the safer the civilians will be.",82
@SetPixels,These people are so disgusting. They were stripped because their clothes proved they were civilian. Unless you think Hamas wears mostly crocs & sandals.,180
@RMurtgh,And the innocent hostages deliberately used by Hamas if they are alive will be even more alone and frightened,0
@cek0001,"Why aren’t you demanding Hamas disarm, release hostages & disband?  Does Hamas promising to murder, gamg rape & kill children again - same as 7th Oct - have no resonance with you?   What kind of democratic woman are you?",0
@ALThorne_Toren,The Hamas is a continuation of...,196
@DrEliDavid,".@DrTedros, Tell your Hamas friends to surrender.",577
@JewishWonk,I simply wouldn't praise Hamas atrocities,104
@peachykweene,"so let's just say that hamas did do those things (although almost all of what you're accusing them of doesn't have any supporting evidence), and israel has done or is doing the same exact things... so by that theory israel should be considered a terrorist organization, correct?",0
@HndrxxTheWizrrd,WE STAND WITH HAMAS,4
@GabeGroisman,"2000 years ago they tried to wipe out Jewish life in the Land of Israel. The Maccabees stood up and fought for our survival and regained sovereignty over the land for the Jewish people.   Today, it is not Antiochus, but Hamas that has risen to destroy the Jewish people in the Land of Israel. Just like the story which we celebrate around the world tonight and over the next 7 nights, the Jewish people will again persevere due to our modern day Maccabees  - the IDF - and always with the help of God.   Happy Channukah!",286
@DebbieSchlussel,"Hilarious. #HAMASTerrorists supporting hypocrites now citing Geneva Conventions (which doesn't apply to terrorists) but didn't worry about Geneva when they cheered #HAMAS #Oct7Massacre gang rape, mass murder, beheadings. Best to STFU when u don't have a clue, dude. Nice underwear",1
@G7NNA,When Hamas blows up her bunker,9425
@JackyHolyoake,"Perhaps the real question needs to be ""Why are there no bomb shelters in Gaza""?       Hamas has been the government in Gaza since 2006.  The primary duty of any government anywhere is to protect its citizens.      What has Hamas done with the $billions in international aid that it has not built any protection for the people who live in Gaza?      Knowing that it, Hamas, as the government, has chosen not to protect the people of Gaza, why did Hamas make its attack on Saturday 07 October 2023, knowing full well what the response would be?      Hamas is responsible for every civilian death in Gaza.",1104
@MarioNawfal,"🚨 IDF ARRESTED HAMAS OR CIVILIANS IN UN SCHOOL?  This video was just posted by Quds Network, which is affiliated with Hamas. They state:  ""Footage circulated by Israeli media shows Israel’s military kidnapping Palestinians from Gaza and stripping them naked.""  🇵🇸 Palestinian sources claim these are civilians. They also allege torture and ill-treatment.  They claim the reports of Palestinians arrested today were civilians sheltering in a UN school located in Beit Lahia, near the Jabalia camp.  🇮🇱 Israeli sources claim these are Hamas members.  They claim the men surrendered after sheltering in the UN school, proving that Hamas are using UN facilities.",512
@2013Oneday,"With or without baking powder, couldn’t kill single one from Hamas yet. Don’t know what the Tik Tok army is doing … .",0
@brandon72247073,Tell hamas to surrender,0
@LizyNyanjwa,Video if the day 🤣  Hamas Palestine Israel Moses Elon Musk Glassgow Libya #OTDirecto7D #الاتحاد_ضمك #أبوعبيدة #bbcqt #viralvideo #مشعل_الاحمد_الصباح #Gaza #matura2024 #Israel #milkyway #Gaza_Geniocide #GazaHoloucast #Gaza_Geniocide,0
@LincRight,"OK, lets unpack: You say concentration camp. Which concentration camps saw population go from under 200,000 to nearly 2 million, during the years of existence of Israel? There were no Israelis in Gaza. It was entirely self governing. If it was a concentration camp, Hamas did it.",0
@tripleskhh,"0li l0ndon taking about 🇮🇱 capturing hamas, the “crimes hamas did” bc apparently 🇮🇱 has done no wrong and openly supporting🇮🇱 yet openly exposing himself as a psycho + psychotic behaviour never fails to entertain me",0
@TimxWatson,Manboobs Hamas 😆,0
@TheAgentNDN,"If Hamas had killed 20,000 people in the last two months, Israel would be shitting its pants demanding that the whole world end the genocide right this second.  But Israel has killed 20,000 people in the last two months while the ruling classes of the world sit silent, happy.",191
@logicomega,"That's a great idea!  It doesn't matter how they get rid of Hamas, all that matters is that they succeed. They must all ""go away"".",0
@Kosher_Weaver,"Hamas doesn’t honor ceasefires, Cynthia. There will only be peace after Hamas surrenders unconditionally, releases the hostages, destroys the tunnels and bunkers, and stands trial for war crimes",0
@aspindara,"Of course Hamas has and had plans, you will see soon",0
@unkown_87672,If they were actual Hamas they would keep them in their uniform to show proof why strip them?,0
@Ranting4Canada,I am not turning a blind eye. I am watching and openly celebrating the surrender of Hamas members and their subsequent humiliation outraging the Commies and Jihadis.,428
@muhammadshehad2,"🚨Released Israeli hostages explode at Netanyahu: ""We were terribly afraid that not Hamas but Israel would kill us & then say: Hamas killed you""  ""[Hostages] were under constant threat from the IDF shelling""  ""[IDF] helicopter shot at us""  Several shouted at Netanyahu ""Shame""🧵",70599
@1AbdullahButt,"If they were actually Hamas, none of the IDF would be alive there to record it 🙄",23
@boy_imhorn,"so they just accidentally killed all those people? because hamas is hiding behind them, their lives is nothing? just like that? bomb.",0
@RamiJarrah,"Reports circulating that the man in this image taken from the video released by Israel claiming aprehended Hamas fighters, is in fact Diaa Al-Kahlout, a Journalist for Al-Araby TV.  Given the journalist works for a well known media entity, this will not be hard to corroborate.",1515
@biannagolodryga,Thank you @CNNThisMorning for having @jaketapper and me on for our coverage of Hamas’ sexual assault and rape of Israeli women.   And the shameful 7 week silence from the global community and women’s rights groups.,2108
@Nrthms1,Where's Iran when you need them?  Tired of hearing about garbage Israel and Hamas,1
@RuthwithSnow,"And let’s not forget that upon hearing a Jewish baby was put into an oven by Hamas he asked whether they used baking powder or not. What a guy! I completely understand why the Palestinians love him. Remember, life begins after death, so start the party. Does he get his 72 virgins",0
@abierkhatib,Even Israelis know that it’s not about Hamas. It’s about land. Always been about the land   #Gaza,5328
@MikeMinoff1,Release our hostages now! All hamas surrender now! Stop shooting missiles into israel now!,0
@MmeBlackBalloon,"Yes, war is Hell. Sorry about that. Hopefully it will be over soon, right after we kill every last member of Hamas and recover all living hostages.",1
@HenMazzig,"Moaz Haniyeh, the son of a Hamas Chief, recently had his home raided.  What did they find?  Receipts for thousands and thousands of dollars worth of jewelry.   The cost of just one of these pieces of jewelry is equal to the average 2 year salary in Gaza.  I've said it before and I'll say it again: Hamas keeps Palestinians impoverished. It's what keeps them in power.",3876
@reigningshadows,Did Hamas move to Lebanon now?!   It was never about Hamas and I hope you idiots who fed into that propaganda get it now :),0
