Query_Str,Post_URL,Author_Name,Author_Web_Page_URL,Author_Handle,Verified_Status,UTC_Time,Ads,Tweet_Content,Post_ID,Tweet_URL,Reply_Count,Repost_Count,Like_Count,View_Count,Bookmark_Count,Tweet_Image_URL,Replying_to,Reply_to_Whom,Reply_to_Whom_URL,Reply_to_Whom_Username,Reply_to_Whom_Handle,Language
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-09 since:2023-10-08&src=typed_query",Ray Barry,https://x.com/STORMTROOP1970,STORMTROOP1970,False,2023-10-08 23:59:38+00:00,False,"It looks very likely that the 3rd century barbarian religious fanatics that have the pipe dream of pushing Israel in to the sea, maimed, kidnapped &amp; murdered up to 1,100 innocent people with weapons left behind in Afghanistan &amp; funded by money given to Iran by guess who🤬..... https://t.co/61Bw6D04rT",1711169511448031675,https://x.com/STORMTROOP1970/status/1711169511448031675,0,1,2,123,0,https://pbs.twimg.com/tweet_video_thumb/F79LmXSW0AAaKey.jpg,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-09 since:2023-10-08&src=typed_query",Jacobin,https://x.com/jacobin,jacobin,True,2023-10-08 18:50:00+00:00,False,The tragic scenes unfolding in Palestine and Israel are a chilling reminder of the horrors that occupation creates — and the urgency of dismantling Israel’s blockades and apartheid system. https://t.co/J45pgUQfbx,1711091589886390753,https://x.com/jacobin/status/1711091589886390753,19,103,359,40610,12,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-09 since:2023-10-08&src=typed_query",Zaira Nizaam 🇮🇳,https://x.com/Zaira_Nizaam,Zaira_Nizaam,True,2023-10-08 23:59:58+00:00,False,"Leave Gaza and Hamas.
Fact Checkers should be eliminated first.

Retweet if you agree.",1711169596731068660,https://x.com/Zaira_Nizaam/status/1711169596731068660,22,212,552,11261,1,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-09 since:2023-10-08&src=typed_query",John McGuirk,https://x.com/john_mcguirk,john_mcguirk,True,2023-10-08 17:05:24+00:00,False,"The fundamental mistake decent Irish people make about Israel/Palestine is to compare it to what they know - Northern Ireland. The IRA/UVF were bad, no question, but could be talked to.

Hamas has as its explicit aim not a ""peaceful settlement"", but the murder of every Jew in",1711065269341155713,https://x.com/john_mcguirk/status/1711065269341155713,254,278,1331,208703,98,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-09 since:2023-10-08&src=typed_query",Chris Doyle,https://x.com/Doylech,Doylech,False,2023-10-08 13:15:50+00:00,False,"Israel has been at war with Palestinians for decades. The occupation is a daily military aggression. Palestinians exist under military law. They are processed in mikitary courts.  In Gaza, they live under military blockade.",1711007497111109743,https://x.com/Doylech/status/1711007497111109743,10,85,261,29032,3,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-09 since:2023-10-08&src=typed_query",Benjamin Haddad,https://x.com/benjaminhaddad,benjaminhaddad,True,2023-10-08 12:58:46+00:00,False,"Israël a mis fin à l’occupation de Gaza en 2005. Il n’y a pas de colons. Le Hamas, un mouvement génocidaire dédié à l’éradication de la présence juive en Israël, a pris le contrôle en 2007 et en a fait une base terroriste. Il est le responsable de la situation à Gaza aujourd’hui.",1711003201388839087,https://x.com/benjaminhaddad/status/1711003201388839087,492,578,1903,264215,28,,False,,,,,fr
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-09 since:2023-10-08&src=typed_query",Giordano Bruno,https://x.com/GioBruno1600,GioBruno1600,True,2023-10-08 23:59:59+00:00,False,"HOW surprised are you that liberals, Wokists, socialist, Marxists, and Left-wing media &amp; governments around the World support Palestinian Hamas 🌎🌍🌏 ?",1711169602531516500,https://x.com/GioBruno1600/status/1711169602531516500,16,13,49,1019,0,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-09 since:2023-10-08&src=typed_query",Drew Ryun,https://x.com/drew_ryun,drew_ryun,False,2023-10-08 23:59:35+00:00,False,"Time to go Old Testament on Hamas. Lean into this, Israel.",1711169498173047190,https://x.com/drew_ryun/status/1711169498173047190,0,0,2,265,0,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-09 since:2023-10-08&src=typed_query",Eric Ray,https://x.com/EricRayweather,EricRayweather,True,2023-10-08 23:59:42+00:00,False,"Don't miss the new Dak special on Underdog Fantasy! All he needs is 1 yard tonight!

Use code RAY at signup to unlock this special &amp; get your first deposit matched up to $500! Free money.

https://t.co/i73LOKF9Dh https://t.co/NH1NouHIsZ",1711169529865212200,https://x.com/EricRayweather/status/1711169529865212200,0,0,2,1809,0,https://pbs.twimg.com/media/F79Lb59WMAAqNz6.jpg,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-09 since:2023-10-08&src=typed_query",Gila Martow,https://x.com/GilaMartow,GilaMartow,False,2023-10-08 23:59:36+00:00,False,"Thank you to my colleagues @City_of_Vaughan. We will also be lowering our flags to half mast to support the victims of terrorism. Israel is a country focussed on improving our world (health care, tech, agriculture) while it’s enemies want to destroy first Israel, then the West.",1711169502690283990,https://x.com/GilaMartow/status/1711169502690283990,1,4,36,2554,0,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-09 since:2023-10-08&src=typed_query",Becca Rausch - INACTIVE ACCOUNT,https://x.com/Becca_Rausch,Becca_Rausch,False,2023-10-08 23:59:42+00:00,False,"Do not look away. Or attempt to justify this.
“Several … rape victims appear to have been later executed. Others were taken to Gaza. In photographs released online, you can see several paraded through the city’s streets, blood gushing from between their legs.”
#IsraelUnderAttack",1711169531102597526,https://x.com/Becca_Rausch/status/1711169531102597526,0,0,1,747,0,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-09 since:2023-10-08&src=typed_query",Imaan Zainab Mazari-Hazir,https://x.com/ImaanZHazir,ImaanZHazir,True,2023-10-08 07:54:08+00:00,False,"The Palestine question? 

There is only Palestine. 
There is no question. 

The “escalating violence” is called resistance against a brutal occupier that routinely disregards laws of war &amp; human rights in expanding its apartheid &amp; dispossession of the Palestinian people.",1710926535790612566,https://x.com/ImaanZHazir/status/1710926535790612566,55,614,2786,145646,20,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-09 since:2023-10-08&src=typed_query",Monira Moon 🗝️ 🇳🇨 ❤️🇵🇸 🔻🇱🇧,https://x.com/MoonMonira,MoonMonira,True,2023-10-08 09:10:29+00:00,False,"Israël occupe la Palestine depuis 1948, a aidé le Hamas à s’installer en 1987 pour lutter contre l’OLP, un mouvement de résistance 🇵🇸 laïc. Puis en 2006 Israël a mis Gaza sous blocus privant les palestiniens des droits les plus élémentaires depuis 16 ans. 
Causes &gt; conséquences",1710945748898996238,https://x.com/MoonMonira/status/1710945748898996238,20,220,516,27721,18,,False,,,,,fr
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-09 since:2023-10-08&src=typed_query",genla,https://x.com/genla6,genla6,False,2023-10-08 23:59:37+00:00,False,"We need a PM who does their job regardless of the day or time, the Canadian Embassy in Israel closed for the holiday during a terror attack is the best trudeau can do for Canadians stuck there.

We need real leadership not this virtue signalling child.",1711169509900620228,https://x.com/genla6/status/1711169509900620228,0,0,0,100,0,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-09 since:2023-10-08&src=typed_query",UPSC NOTES,https://x.com/UPSC_Notes,UPSC_Notes,True,2023-10-08 05:14:52+00:00,False,"List of major wars and conflicts between Israel and Arab states:

1. 1948 Arab-Israeli War (First Arab-Israeli War): Fought immediately after the declaration of the State of Israel in 1948, involving Arab states including Egypt, Jordan, Syria, Lebanon, and Iraq.

2. Suez Crisis https://t.co/pKZqyPyOc4",1710886456380870902,https://x.com/UPSC_Notes/status/1710886456380870902,15,228,1076,118425,389,https://pbs.twimg.com/media/F75KKOYaIAA_RY6.jpg,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-09 since:2023-10-08&src=typed_query",Steve Ferguson,https://x.com/lsferguson,lsferguson,True,2023-10-08 23:59:56+00:00,False,@IDF @ERINBROPHY18 @jconricus Crush the vermin and God be with you!,1711169590045163654,https://x.com/lsferguson/status/1711169590045163654,0,1,12,418,0,,True,IDF,https://x.com/IDF,Israel Defense Forces,IDF,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-09 since:2023-10-08&src=typed_query",MJ Convey📕🪂🚀🇵🇸,https://x.com/ConveyMj,ConveyMj,False,2023-10-08 23:59:39+00:00,False,"The reservations aren’t “theirs.” The US government forced them onto the reservations. Anyone who actually lives on a reservation would tell you that it’s an open-air prison, just like Gaza. One day the natives will have their land back inshallah.",1711169515218710616,https://x.com/ConveyMj/status/1711169515218710616,1,3,5,422,0,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-09 since:2023-10-08&src=typed_query",Ginella Massa,https://x.com/GinellaMassa,GinellaMassa,False,2023-10-08 13:52:51+00:00,False,"Horrific to see hundreds of innocent civilians killed on both sides in this all out war. But let’s not call this unprovoked when it’s been 75 years of military occupation. Agree with the tactics or not, you can’t talk about this war without basic context https://t.co/SCmqcnfudx https://t.co/1rRXzwsqpo",1711016810932306339,https://x.com/GinellaMassa/status/1711016810932306339,574,346,1218,472902,49,https://pbs.twimg.com/media/F77AttuW0AAUo0H.jpg,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-09 since:2023-10-08&src=typed_query",Ragu Reddy,https://x.com/RaguRagureddy9,RaguRagureddy9,True,2023-10-08 23:59:40+00:00,False,"These inhuman barbaric people ignored the gruesome cruel killing if Israelis and chanting for Palestine.  
I don't get it do you? https://t.co/KdOBZSi2At",1711169521501745629,https://x.com/RaguRagureddy9/status/1711169521501745629,0,0,0,49,0,https://pbs.twimg.com/media/F79LBc9XMAAwVl-.jpg,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-09 since:2023-10-08&src=typed_query",Warda_GazaPal 𓂆 🍉🇵🇸 𓂆,https://x.com/WGazapal,WGazapal,False,2023-10-08 14:47:20+00:00,False,"Alone, breathing fear in the midst of battle.
Where to seek refuge? There is none in Gaza. Gaza is just a big prison that Israel built for them.
It isn’t a war as Netanyahu claims, it’s an ethnic cleansing broadcast to the whole world.
#Gaza
#IsraeliTerrorism 
#FreePalestine 🇵🇸 https://t.co/HByD28sfzt",1711030520904122439,https://x.com/WGazapal/status/1711030520904122439,34,185,355,52370,11,https://pbs.twimg.com/media/F77NMBDWgAA2van.jpg,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-09 since:2023-10-08&src=typed_query",DEE 💰 RAW,https://x.com/Dee_Money_Raw,Dee_Money_Raw,False,2023-10-08 23:59:35+00:00,False,I have an 80 3pt and middy and an 84 free throw. My meter is only on for layups and free throws. But why is my window so small? @CHoops4Life @Beluba https://t.co/jlKt6L8ctQ,1711169501851443207,https://x.com/Dee_Money_Raw/status/1711169501851443207,0,0,1,25,0,https://pbs.twimg.com/media/F79LlvWXoAABPRt.jpg,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-09 since:2023-10-08&src=typed_query",State of Palestine - MFA 🇵🇸🇵🇸,https://x.com/pmofa,pmofa,True,2023-10-08 18:03:28+00:00,False,"The declaration of war by #Israel, the occupying Power, on a civilian population it has been illegally and forcibly occupying and oppressing for decades is a continuation of its record of criminality and impunity. This is reinforced and affirmed by Israeli officials who have",1711079882569003009,https://x.com/pmofa/status/1711079882569003009,313,4001,12547,589465,104,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-09 since:2023-10-08&src=typed_query",Independent Jewish Voices,https://x.com/IndJewishVoices,IndJewishVoices,False,2023-10-08 16:58:13+00:00,False,"With over 600 Israeli &amp; nearly 400 Palestinian casualties so far, the pain felt by those of us in the region and connected to it can't be overstated. The lives cut short in the past 48 hours are a tragedy, evidence of the need for an immediate ceasefire. https://t.co/qbZQLRIY0M",1711063459163509142,https://x.com/IndJewishVoices/status/1711063459163509142,59,437,1007,282226,105,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-09 since:2023-10-08&src=typed_query",Shadab Chauhan شاداب چوہان,https://x.com/shadab_chouhan1,shadab_chouhan1,True,2023-10-08 06:01:37+00:00,False,"Before supporting invasion and Geonocide of Israel you have to read the history and saw this map. 
The champions of human rights are in sleep mode since 70 years where Israelis were killing more then 33000 innocent children, thousands of womens and civilians but just after https://t.co/V5RXigt35N",1710898220803752075,https://x.com/shadab_chouhan1/status/1710898220803752075,29,89,272,7650,2,https://pbs.twimg.com/media/F75UbEvaIAAshKO.jpg,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-09 since:2023-10-08&src=typed_query",Rafay,https://x.com/Rafay_48,Rafay_48,False,2023-10-08 23:59:51+00:00,False,"Huge Crowed in Labanon Came out in Support of Palestine 🇵🇸

#حماس #GazaUnderAttack #FreePalastine #hamasattack #طوفان_الأقصى #IsraelPalestineWar https://t.co/5IDwNBG0WU",1711169568184717549,https://x.com/Rafay_48/status/1711169568184717549,0,0,2,1257,0,https://pbs.twimg.com/ext_tw_video_thumb/1711169527596171264/pu/img/G2QQvfLrlKRiCsB7.jpg,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-09 since:2023-10-08&src=typed_query",Crowletariat𓅃,https://x.com/derg_corv,derg_corv,False,2023-10-08 23:59:55+00:00,False,"Even for an online chickenhawk, this is an exceptionally stupid lie.

Gaza is an Israeli-run prison, you smoothbrained simp.",1711169583175115198,https://x.com/derg_corv/status/1711169583175115198,1,1,4,890,0,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-09 since:2023-10-08&src=typed_query",Speedway Digest,https://x.com/speedwaydigest,speedwaydigest,True,2023-10-08 23:59:32+00:00,False,"Transcripts: AJ Allmendinger, Matt Swiderski, Matt Kaulig, Chris Rice - Charlotte Motor Speedway: AJ Allmendinger

Matt Swiderski

Matt Kaulig

Chris Rice

THE MODERATOR: We've now been joined by our Bank of America Roval 400 race-winning… https://t.co/c64BkTzsyB",1711169489130373354,https://x.com/speedwaydigest/status/1711169489130373354,0,1,0,265,0,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-09 since:2023-10-08&src=typed_query",Blume Industries CEO Balding 大老板,https://x.com/BaldingsWorld,BaldingsWorld,True,2023-10-08 13:16:23+00:00,False,It too often gets overlooked that Hamas and Iran's started objective is the annihilation of Israel and Jews. It's not a two state solution. They've been offered that and refused. Their goal is ending Israel and Jews. You can't negotiate with people who refuse to move from this,1711007634839478555,https://x.com/BaldingsWorld/status/1711007634839478555,15,95,305,27685,11,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-09 since:2023-10-08&src=typed_query",Natty4Theotokos,https://x.com/ladies4pd,ladies4pd,True,2023-10-08 23:59:25+00:00,False,Its coz Israel is pro 'capitalism',1711169458192965926,https://x.com/ladies4pd/status/1711169458192965926,0,0,0,126,0,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-09 since:2023-10-08&src=typed_query",The Bitcoin Company,https://x.com/theBTCco,theBTCco,True,2023-10-08 23:59:58+00:00,False,"On yet another US bank holiday, we're reminded to appreciate the simple things...

Like #bitcoin being accessible 24/7/365 without permission and with instant settlement 🧡",1711169597595172939,https://x.com/theBTCco/status/1711169597595172939,0,1,16,1102,0,,False,,,,,en
"(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire)","https://x.com/search?q=(Palestine, OR Israel, OR Hamas, OR Gaza, OR Zionism, OR Apartheid, OR West OR Bank, OR IDF, OR Free OR Palestine, OR Occupation, OR Ethnic OR cleansing, OR Ceasefire) lang:en until:2023-10-09 since:2023-10-08&src=typed_query",Hend F Q,https://x.com/LadyVelvet_HFQ,LadyVelvet_HFQ,True,2023-10-08 22:16:10+00:00,False,"You cannot occupy, colonize, and steal people’s land and then expect peace.

You kill peace the moment you subjugate an entire group of people.

Conversely, you create peace when all people are liberated and free.

#Israel #FreePalestine #EndApartheid

@ProudSocialist",1711143475536613583,https://x.com/LadyVelvet_HFQ/status/1711143475536613583,35,264,1001,22879,2,,False,,,,,en
